User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003175,P00020842,M,36-45,16,A,1,0,8,,,7997
1003175,P00344442,M,36-45,16,A,1,0,5,8,14,8600
1003177,P00354342,F,26-35,6,C,3,0,5,11,,8885
1003177,P00034742,F,26-35,6,C,3,0,5,14,17,8614
1003177,P00197042,F,26-35,6,C,3,0,5,,,8696
1003178,P00199342,F,36-45,5,A,4+,0,2,9,15,9552
1003178,P00074342,F,36-45,5,A,4+,0,5,,,2051
1003178,P00058042,F,36-45,5,A,4+,0,8,16,,6196
1003178,P00368542,F,36-45,5,A,4+,0,11,15,,3058
1003180,P00293342,M,26-35,14,B,1,0,8,,,6121
1003180,P00114042,M,26-35,14,B,1,0,5,14,,8743
1003180,P00086342,M,26-35,14,B,1,0,8,,,10048
1003180,P00112542,M,26-35,14,B,1,0,1,11,15,11994
1003180,P00341242,M,26-35,14,B,1,0,7,,,16640
1003180,P00111442,M,26-35,14,B,1,0,8,,,9870
1003180,P00255742,M,26-35,14,B,1,0,3,4,,10775
1003180,P00210042,M,26-35,14,B,1,0,8,14,,7968
1003180,P00161442,M,26-35,14,B,1,0,5,14,,1818
1003180,P00321742,M,26-35,14,B,1,0,5,8,17,5408
1003180,P00074342,M,26-35,14,B,1,0,5,,,8610
1003180,P00225542,M,26-35,14,B,1,0,5,8,,2033
1003180,P00342842,M,26-35,14,B,1,0,5,,,1746
1003180,P00253142,M,26-35,14,B,1,0,1,2,5,7761
1003180,P00184842,M,26-35,14,B,1,0,5,6,,3694
1003180,P00154642,M,26-35,14,B,1,0,8,,,8003
1003180,P00312342,M,26-35,14,B,1,0,8,,,6112
1003180,P00215642,M,26-35,14,B,1,0,8,,,6138
1003180,P00121142,M,26-35,14,B,1,0,8,,,8084
1003180,P00117242,M,26-35,14,B,1,0,8,17,,7927
1003180,P00078142,M,26-35,14,B,1,0,8,16,,6136
1003180,P00046442,M,26-35,14,B,1,0,8,,,6093
1003182,P00267142,M,26-35,12,A,2,1,8,12,,7971
1003182,P00003942,M,26-35,12,A,2,1,5,14,,5160
1003182,P00161942,M,26-35,12,A,2,1,5,8,,5204
1003182,P00286642,M,26-35,12,A,2,1,11,14,,6088
1003182,P00022542,M,26-35,12,A,2,1,5,,,7142
1003182,P00251242,M,26-35,12,A,2,1,5,11,,5156
1003182,P00121642,M,26-35,12,A,2,1,5,14,,3698
1003182,P00316742,M,26-35,12,A,2,1,4,5,,2104
1003182,P00182142,M,26-35,12,A,2,1,1,5,6,11577
1003182,P00254542,M,26-35,12,A,2,1,8,13,,7838
1003182,P00219042,M,26-35,12,A,2,1,5,,,5213
1003182,P00249642,M,26-35,12,A,2,1,3,5,,5385
1003182,P00204242,M,26-35,12,A,2,1,6,8,,8367
1003182,P00302942,M,26-35,12,A,2,1,8,,,8047
1003182,P00320742,M,26-35,12,A,2,1,1,4,9,3908
1003182,P00031642,M,26-35,12,A,2,1,5,,,5213
1003182,P00198742,M,26-35,12,A,2,1,1,2,11,15339
1003182,P00292742,M,26-35,12,A,2,1,7,12,,12455
1003182,P00230942,M,26-35,12,A,2,1,5,14,,8896
1003182,P00351342,M,26-35,12,A,2,1,1,2,16,12034
1003182,P00347642,M,26-35,12,A,2,1,1,6,,11653
1003183,P00264042,M,51-55,7,C,4+,1,4,,,2185
1003183,P00271442,M,51-55,7,C,4+,1,18,,,2316
1003183,P00233342,M,51-55,7,C,4+,1,1,15,16,7884
1003183,P00127242,M,51-55,7,C,4+,1,1,16,,12090
1003183,P00221442,M,51-55,7,C,4+,1,1,2,5,11904
1003184,P00122442,F,26-35,18,C,2,1,1,11,15,11597
1003184,P00313542,F,26-35,18,C,2,1,5,8,,8589
1003184,P00258442,F,26-35,18,C,2,1,5,,,8789
1003184,P00114042,F,26-35,18,C,2,1,5,14,,7025
1003185,P00158542,M,18-25,7,C,2,1,5,6,13,5286
1003185,P00194442,M,18-25,7,C,2,1,5,,,1833
1003187,P00116342,M,36-45,12,C,3,0,2,,,13225
1003187,P00086342,M,36-45,12,C,3,0,8,,,9790
1003189,P00022742,M,26-35,16,A,1,0,8,,,4009
1003189,P00293342,M,26-35,16,A,1,0,8,,,5862
1003189,P00101942,M,26-35,16,A,1,0,8,17,,5851
1003189,P00128942,M,26-35,16,A,1,0,1,11,,15517
1003189,P00070442,M,26-35,16,A,1,0,1,15,,4464
1003189,P00147942,M,26-35,16,A,1,0,1,16,,19668
1003189,P00277442,M,26-35,16,A,1,0,1,6,15,11386
1003189,P00289242,M,26-35,16,A,1,0,1,8,,15429
1003189,P00007042,M,26-35,16,A,1,0,1,,,8018
1003189,P00057742,M,26-35,16,A,1,0,2,8,18,16456
1003189,P00191442,M,26-35,16,A,1,0,1,2,15,7986
1003189,P00195642,M,26-35,16,A,1,0,5,,,6854
1003189,P00337542,M,26-35,16,A,1,0,5,14,,3695
1003189,P00071142,M,26-35,16,A,1,0,5,,,1901
1003189,P00086042,M,26-35,16,A,1,0,8,14,17,5951
1003190,P00248142,M,0-17,17,C,2,0,5,,,8848
1003191,P00358442,M,26-35,12,B,4+,0,1,15,,15881
1003191,P00036842,M,26-35,12,B,4+,0,1,14,16,19483
1003191,P00129342,M,26-35,12,B,4+,0,1,5,15,15208
1003191,P00079742,M,26-35,12,B,4+,0,1,2,15,7939
1003191,P00130642,M,26-35,12,B,4+,0,11,16,,7423
1003191,P00153842,M,26-35,12,B,4+,0,8,14,16,7835
1003191,P00169742,M,26-35,12,B,4+,0,1,8,15,11773
1003191,P00346742,M,26-35,12,B,4+,0,11,16,,4561
1003191,P00223242,M,26-35,12,B,4+,0,5,14,,7051
1003191,P00033042,M,26-35,12,B,4+,0,5,14,,3749
1003191,P00016342,M,26-35,12,B,4+,0,1,2,8,11567
1003192,P00150542,M,18-25,4,C,1,1,5,,,6978
1003192,P00183342,M,18-25,4,C,1,1,5,15,18,6985
1003192,P00053042,M,18-25,4,C,1,1,5,14,16,7172
1003192,P00057242,M,18-25,4,C,1,1,5,,,7175
1003192,P00219942,M,18-25,4,C,1,1,6,16,,15960
1003193,P00216342,M,26-35,0,C,4+,1,3,4,5,13434
1003193,P00240442,M,26-35,0,C,4+,1,6,16,,12647
1003193,P00251542,M,26-35,0,C,4+,1,11,16,,4708
1003193,P00296142,M,26-35,0,C,4+,1,5,,,7153
1003193,P00328142,M,26-35,0,C,4+,1,8,16,,6074
1003193,P00161842,M,26-35,0,C,4+,1,10,13,16,9673
1003193,P00274542,M,26-35,0,C,4+,1,6,16,,12600
1003193,P00234842,M,26-35,0,C,4+,1,5,6,16,6923
1003193,P00145942,M,26-35,0,C,4+,1,6,8,13,12423
1003193,P00220142,M,26-35,0,C,4+,1,1,15,,7739
1003194,P00338442,M,26-35,15,C,2,0,1,16,,15912
1003194,P00332242,M,26-35,15,C,2,0,1,16,,11989
1003195,P00116742,M,18-25,4,B,4+,0,11,,,6134
1003195,P00260042,M,18-25,4,B,4+,0,5,8,,5223
1003195,P00212242,M,18-25,4,B,4+,0,8,,,6076
1003195,P00253142,M,18-25,4,B,4+,0,1,2,5,11684
1003195,P00354942,M,18-25,4,B,4+,0,8,,,6084
1003195,P00003242,M,18-25,4,B,4+,0,8,15,,9752
1003195,P00149342,M,18-25,4,B,4+,0,13,16,,758
1003195,P00064142,M,18-25,4,B,4+,0,16,,,12539
1003195,P00028842,M,18-25,4,B,4+,0,6,8,,19978
1003196,P00237642,F,18-25,4,C,4+,0,5,14,,7080
1003196,P00179242,F,18-25,4,C,4+,0,11,,,7654
1003196,P00128242,F,18-25,4,C,4+,0,5,12,14,7180
1003196,P00196442,F,18-25,4,C,4+,0,5,,,6921
1003196,P00198342,F,18-25,4,C,4+,0,5,11,,1985
1003196,P00251642,F,18-25,4,C,4+,0,1,2,4,7782
1003196,P00034142,F,18-25,4,C,4+,0,8,13,16,4047
1003196,P00192042,F,18-25,4,C,4+,0,5,9,14,3708
1003196,P0094542,F,18-25,4,C,4+,0,2,4,9,12703
1003196,P00330442,F,18-25,4,C,4+,0,5,14,,5281
1003197,P00144542,F,18-25,14,A,4+,0,8,,,9887
1003197,P00346542,F,18-25,14,A,4+,0,10,13,16,18527
1003197,P00031242,F,18-25,14,A,4+,0,10,16,,23302
1003197,P00154442,F,18-25,14,A,4+,0,8,14,,5875
1003197,P00059442,F,18-25,14,A,4+,0,6,8,16,19933
1003197,P00238442,F,18-25,14,A,4+,0,6,,,16351
1003198,P00209742,M,26-35,12,A,1,0,1,11,15,19413
1003198,P00181542,M,26-35,12,A,1,0,11,16,,4620
1003198,P00115042,M,26-35,12,A,1,0,5,11,,8832
1003198,P00069242,M,26-35,12,A,1,0,8,11,,6135
1003199,P00130742,M,18-25,0,B,2,0,1,14,17,15891
1003199,P00326742,M,18-25,0,B,2,0,11,,,6102
1003199,P00014042,M,18-25,0,B,2,0,1,,,11568
1003199,P00048742,M,18-25,0,B,2,0,5,,,5183
1003200,P00104542,F,26-35,1,B,4+,0,8,,,6120
1003200,P00125942,F,26-35,1,B,4+,0,1,2,15,15426
1003200,P00309542,F,26-35,1,B,4+,0,5,14,,8797
1003201,P00194442,M,46-50,7,B,0,1,5,,,6889
1003201,P00276142,M,46-50,7,B,0,1,12,,,1740
1003201,P00313542,M,46-50,7,B,0,1,5,8,,8740
1003201,P00195042,M,46-50,7,B,0,1,6,8,14,20521
1003201,P00303442,M,46-50,7,B,0,1,1,8,14,11492
1003201,P00153742,M,46-50,7,B,0,1,8,,,9724
1003201,P00124242,M,46-50,7,B,0,1,11,14,,7569
1003201,P00010342,M,46-50,7,B,0,1,8,14,,7912
1003201,P00117242,M,46-50,7,B,0,1,8,17,,9697
1003201,P00127242,M,46-50,7,B,0,1,1,16,,15165
1003201,P00188742,M,46-50,7,B,0,1,8,14,17,9787
1003201,P00320442,M,46-50,7,B,0,1,6,10,,20672
1003201,P00016342,M,46-50,7,B,0,1,1,2,8,11534
1003201,P00199842,M,46-50,7,B,0,1,16,,,20249
1003201,P00145042,M,46-50,7,B,0,1,1,2,5,15698
1003201,P00062842,M,46-50,7,B,0,1,1,2,13,11716
1003201,P00089442,M,46-50,7,B,0,1,8,,,9753
1003201,P00028042,M,46-50,7,B,0,1,1,16,,12120
1003202,P00157642,F,18-25,4,A,1,0,1,14,16,15488
1003202,P00074442,F,18-25,4,A,1,0,1,16,,11649
1003202,P00250642,F,18-25,4,A,1,0,11,,,4675
1003202,P00187942,F,18-25,4,A,1,0,4,8,,2743
1003202,P00000242,F,18-25,4,A,1,0,2,4,9,6386
1003203,P00365242,M,36-45,0,C,1,0,5,8,,8695
1003203,P00318942,M,36-45,0,C,1,0,8,16,,7777
1003203,P00283942,M,36-45,0,C,1,0,5,,,8578
1003203,P00177742,M,36-45,0,C,1,0,8,,,9974
1003203,P00119442,M,36-45,0,C,1,0,5,,,7080
1003203,P00173342,M,36-45,0,C,1,0,1,6,14,11811
1003204,P00362342,M,46-50,16,B,3,1,5,,,6917
1003205,P00010742,F,36-45,16,B,1,0,1,8,17,19005
1003205,P00126042,F,36-45,16,B,1,0,8,14,,10063
1003205,P00034142,F,36-45,16,B,1,0,8,13,16,4169
1003205,P00030842,F,36-45,16,B,1,0,1,2,15,15275
1003205,P00296242,F,36-45,16,B,1,0,8,,,6034
1003205,P00001042,F,36-45,16,B,1,0,1,2,16,12094
1003205,P00053942,F,36-45,16,B,1,0,1,2,5,19453
1003205,P00050442,F,36-45,16,B,1,0,1,8,13,11413
1003205,P00294442,F,36-45,16,B,1,0,3,4,12,10711
1003206,P00031042,M,18-25,20,C,2,0,8,,,7823
1003206,P00182942,M,18-25,20,C,2,0,6,8,10,12180
1003206,P00028542,M,18-25,20,C,2,0,6,8,14,16073
1003206,P00130942,M,18-25,20,C,2,0,5,8,,5235
1003206,P00248142,M,18-25,20,C,2,0,5,,,5421
1003206,P00250242,M,18-25,20,C,2,0,5,,,6991
1003206,P00237642,M,18-25,20,C,2,0,5,14,,7064
1003206,P00250642,M,18-25,20,C,2,0,11,,,5963
1003206,P00295842,M,18-25,20,C,2,0,5,8,,7159
1003207,P00237542,M,36-45,7,A,0,0,1,15,16,19493
1003207,P00326742,M,36-45,7,A,0,0,11,,,7627
1003207,P00124242,M,36-45,7,A,0,0,11,14,,1703
1003207,P00024742,M,36-45,7,A,0,0,8,11,,8135
1003207,P00250642,M,36-45,7,A,0,0,11,,,6007
1003207,P00238442,M,36-45,7,A,0,0,6,,,20675
1003207,P00219942,M,36-45,7,A,0,0,6,16,,16468
1003208,P00274942,M,26-35,14,B,4+,0,8,,,9877
1003208,P00112542,M,26-35,14,B,4+,0,1,11,15,15411
1003208,P00258442,M,26-35,14,B,4+,0,5,,,5467
1003208,P00119442,M,26-35,14,B,4+,0,5,,,5222
1003208,P00100442,M,26-35,14,B,4+,0,2,4,5,13152
1003208,P00283942,M,26-35,14,B,4+,0,5,,,6883
1003208,P00150542,M,26-35,14,B,4+,0,5,,,5377
1003208,P00177542,M,26-35,14,B,4+,0,1,8,,15308
1003208,P00196042,M,26-35,14,B,4+,0,4,9,15,2061
1003208,P00223142,M,26-35,14,B,4+,0,5,,,7088
1003208,P00282042,M,26-35,14,B,4+,0,5,15,,7036
1003208,P00157542,M,26-35,14,B,4+,0,8,14,,5973
1003208,P00250642,M,26-35,14,B,4+,0,11,,,5962
1003208,P00173842,M,26-35,14,B,4+,0,1,2,15,8093
1003208,P00190842,M,26-35,14,B,4+,0,2,5,12,10068
1003208,P00014842,M,26-35,14,B,4+,0,1,2,5,4128
1003208,P00028842,M,26-35,14,B,4+,0,6,8,,20570
1003209,P00187842,M,26-35,0,C,3,0,1,16,,12001
1003209,P00042942,M,26-35,0,C,3,0,1,15,,3910
1003209,P00145642,M,26-35,0,C,3,0,1,8,17,12104
1003209,P00001542,M,26-35,0,C,3,0,1,2,14,4129
1003209,P00154542,M,26-35,0,C,3,0,1,2,,11813
1003211,P00313142,M,51-55,16,B,4+,0,8,,,9815
1003211,P00211242,M,51-55,16,B,4+,0,8,12,,5985
1003211,P00281042,M,51-55,16,B,4+,0,5,,,8907
1003212,P00129642,F,26-35,17,A,1,0,5,,,5315
1003212,P00031042,F,26-35,17,A,1,0,8,,,7901
1003212,P00025442,F,26-35,17,A,1,0,1,2,9,8283
1003213,P00303842,F,26-35,1,C,3,0,5,8,14,8837
1003213,P00328042,F,26-35,1,C,3,0,8,14,,7813
1003213,P00046142,F,26-35,1,C,3,0,1,16,,15719
1003215,P00317842,F,51-55,13,B,2,1,8,,,7891
1003215,P00307642,F,51-55,13,B,2,1,5,6,,6854
1003216,P0096442,M,36-45,1,B,1,0,4,5,12,1484
1003216,P00030642,M,36-45,1,B,1,0,8,,,5887
1003216,P00185442,M,36-45,1,B,1,0,15,,,4312
1003216,P00317142,M,36-45,1,B,1,0,2,15,,3370
1003216,P00220442,M,36-45,1,B,1,0,5,14,,6877
1003216,P00129642,M,36-45,1,B,1,0,5,,,7121
1003216,P00251242,M,36-45,1,B,1,0,5,11,,5228
1003216,P00319042,M,36-45,1,B,1,0,5,,,5253
1003216,P00053842,M,36-45,1,B,1,0,4,5,12,2771
1003216,P00028842,M,36-45,1,B,1,0,6,8,,16242
1003216,P00106942,M,36-45,1,B,1,0,8,,,7820
1003216,P00062642,M,36-45,1,B,1,0,8,,,5913
1003217,P00086042,F,36-45,0,A,0,0,8,14,17,7768
1003217,P00042142,F,36-45,0,A,0,0,1,2,6,11698
1003217,P00294042,F,36-45,0,A,0,0,8,14,,7848
1003217,P00102342,F,36-45,0,A,0,0,8,14,17,7969
1003217,P0096542,F,36-45,0,A,0,0,3,4,12,11030
1003217,P00105342,F,36-45,0,A,0,0,1,2,15,15798
1003217,P00016442,F,36-45,0,A,0,0,2,4,8,9674
1003217,P00057442,F,36-45,0,A,0,0,5,14,16,7039
1003217,P00321742,F,36-45,0,A,0,0,5,8,17,6893
1003217,P00035542,F,36-45,0,A,0,0,3,4,12,10734
1003217,P00195642,F,36-45,0,A,0,0,5,,,6913
1003218,P00010842,M,55+,6,C,4+,1,8,16,,9869
1003218,P00253042,M,55+,6,C,4+,1,8,,,5987
1003219,P00307642,F,18-25,4,C,1,0,5,6,,6998
1003219,P00270042,F,18-25,4,C,1,0,8,14,,6078
1003219,P00255842,F,18-25,4,C,1,0,16,,,16818
1003219,P00263442,F,18-25,4,C,1,0,16,,,16150
1003219,P00355642,F,18-25,4,C,1,0,16,,,20457
1003220,P00343542,M,36-45,7,B,0,1,8,11,,7804
1003222,P00106942,M,36-45,7,C,4+,1,8,,,6111
1003222,P00115842,M,36-45,7,C,4+,1,16,,,16179
1003223,P00354142,M,26-35,20,A,1,1,6,8,,16174
1003223,P00338442,M,26-35,20,A,1,1,1,16,,4297
1003224,P00100742,F,26-35,14,A,3,1,5,17,,6933
1003224,P00304042,F,26-35,14,A,3,1,5,,,5457
1003224,P00321442,F,26-35,14,A,3,1,13,16,,768
1003224,P00024742,F,26-35,14,A,3,1,8,11,,5958
1003224,P00222142,F,26-35,14,A,3,1,5,13,,3475
1003224,P00116342,F,26-35,14,A,3,1,2,,,9827
1003224,P00278642,F,26-35,14,A,3,1,5,,,8781
1003224,P00287942,F,26-35,14,A,3,1,8,14,,7977
1003224,P00265242,F,26-35,14,A,3,1,5,8,,8828
1003224,P00085342,F,26-35,14,A,3,1,10,13,,13872
1003224,P00278242,F,26-35,14,A,3,1,1,,,15647
1003224,P00049442,F,26-35,14,A,3,1,1,8,,15586
1003224,P00195342,F,26-35,14,A,3,1,2,5,,13250
1003224,P00285642,F,26-35,14,A,3,1,2,5,15,12755
1003224,P00227942,F,26-35,14,A,3,1,2,5,,9819
1003224,P00183942,F,26-35,14,A,3,1,3,4,,10922
1003224,P00191742,F,26-35,14,A,3,1,4,11,,2811
1003224,P00265742,F,26-35,14,A,3,1,5,12,,6960
1003224,P00239642,F,26-35,14,A,3,1,5,,,7024
1003224,P00240142,F,26-35,14,A,3,1,5,,,7017
1003224,P00285342,F,26-35,14,A,3,1,5,8,,7132
1003224,P00119442,F,26-35,14,A,3,1,5,,,6913
1003224,P00138542,F,26-35,14,A,3,1,5,6,,5371
1003224,P00220342,F,26-35,14,A,3,1,5,,,7125
1003224,P00116642,F,26-35,14,A,3,1,5,,,3646
1003224,P00282742,F,26-35,14,A,3,1,5,,,7174
1003224,P00029642,F,26-35,14,A,3,1,5,8,,3489
1003224,P00229342,F,26-35,14,A,3,1,5,14,,7169
1003224,P00206842,F,26-35,14,A,3,1,5,14,,1834
1003224,P00021342,F,26-35,14,A,3,1,5,8,,7161
1003224,P00189342,F,26-35,14,A,3,1,5,,,7054
1003224,P00173142,F,26-35,14,A,3,1,1,5,6,15202
1003224,P00162942,F,26-35,14,A,3,1,7,,,16619
1003224,P00006142,F,26-35,14,A,3,1,8,,,7845
1003224,P00303642,F,26-35,14,A,3,1,8,14,,5824
1003224,P00021642,F,26-35,14,A,3,1,8,14,,8130
1003224,P00073942,F,26-35,14,A,3,1,8,,,7840
1003224,P00124742,F,26-35,14,A,3,1,10,16,,18638
1003224,P00073842,F,26-35,14,A,3,1,1,15,17,11934
1003224,P00298442,F,26-35,14,A,3,1,16,,,16578
1003224,P00001842,F,26-35,14,A,3,1,16,,,12368
1003224,P00140042,F,26-35,14,A,3,1,1,16,,15179
1003224,P00062142,F,26-35,14,A,3,1,8,16,,5821
1003224,P00265042,F,26-35,14,A,3,1,16,,,16748
1003224,P00284242,F,26-35,14,A,3,1,16,,,16191
1003224,P00147742,F,26-35,14,A,3,1,1,16,,15593
1003224,P00106742,F,26-35,14,A,3,1,3,5,,10622
1003224,P00328442,F,26-35,14,A,3,1,5,14,,7032
1003224,P00295942,F,26-35,14,A,3,1,2,5,15,12774
1003225,P00003442,M,18-25,0,C,1,0,4,5,8,2868
1003225,P00119742,M,18-25,0,C,1,0,5,8,12,7100
1003226,P00113242,M,36-45,4,A,1,1,1,6,8,19512
1003226,P00110542,M,36-45,4,A,1,1,8,,,9889
1003226,P00118242,M,36-45,4,A,1,1,5,8,,8858
1003226,P00319042,M,36-45,4,A,1,1,5,,,8705
1003227,P00190042,F,26-35,14,A,2,0,3,4,5,8292
1003227,P00271942,F,26-35,14,A,2,0,5,8,,3624
1003227,P00302342,F,26-35,14,A,2,0,8,,,7839
1003227,P00244042,F,26-35,14,A,2,0,1,2,15,15656
1003227,P00251942,F,26-35,14,A,2,0,1,2,5,8087
1003227,P00007242,F,26-35,14,A,2,0,8,12,,9859
1003227,P00161942,F,26-35,14,A,2,0,5,8,,8901
1003227,P00057542,F,26-35,14,A,2,0,3,4,5,10691
1003227,P00141942,F,26-35,14,A,2,0,5,8,14,5314
1003227,P00064242,F,26-35,14,A,2,0,5,,,3752
1003227,P00338142,F,26-35,14,A,2,0,5,8,,7152
1003227,P00173942,F,26-35,14,A,2,0,1,5,6,8024
1003229,P00084242,F,55+,1,B,3,0,8,14,,9950
1003229,P00002542,F,55+,1,B,3,0,8,14,,4037
1003229,P00212342,F,55+,1,B,3,0,8,,,9924
1003229,P00102342,F,55+,1,B,3,0,8,14,17,10076
1003229,P00115342,F,55+,1,B,3,0,5,8,14,8879
1003229,P00320442,F,55+,1,B,3,0,6,10,,4116
1003229,P00177042,F,55+,1,B,3,0,8,,,9900
1003230,P00216342,M,36-45,16,A,0,0,3,4,5,10746
1003230,P00149342,M,36-45,16,A,0,0,13,16,,939
1003230,P0097242,M,36-45,16,A,0,0,1,16,,18968
1003231,P00252442,M,26-35,7,A,1,1,8,,,9981
1003231,P00266542,M,26-35,7,A,1,1,2,16,,16440
1003231,P00025442,M,26-35,7,A,1,1,1,2,9,19056
1003231,P00192042,M,26-35,7,A,1,1,5,9,14,5215
1003231,P00058242,M,26-35,7,A,1,1,3,4,12,10926
1003232,P00104842,M,36-45,12,C,4+,0,8,,,7923
1003232,P00283942,M,36-45,12,C,4+,0,5,,,3639
1003233,P00116742,M,51-55,2,A,4+,0,11,,,6027
1003233,P00219842,M,51-55,2,A,4+,0,5,,,8862
1003233,P00101842,M,51-55,2,A,4+,0,6,16,,15968
1003233,P00080342,M,51-55,2,A,4+,0,1,6,8,19590
1003233,P00282442,M,51-55,2,A,4+,0,5,8,18,5373
1003233,P00177642,M,51-55,2,A,4+,0,8,,,8094
1003234,P00277942,F,0-17,0,B,1,0,1,,,7973
1003237,P00112142,M,36-45,7,C,2,1,1,2,14,15905
1003237,P00128942,M,36-45,7,C,2,1,1,11,,15482
1003237,P00211142,M,36-45,7,C,2,1,5,,,6951
1003237,P00237942,M,36-45,7,C,2,1,8,,,9973
1003238,P00178342,M,36-45,7,C,1,1,8,,,10062
1003239,P00034742,F,26-35,12,C,3,0,5,14,17,8593
1003239,P00294542,F,26-35,12,C,3,0,8,,,2241
1003239,P00360042,F,26-35,12,C,3,0,8,,,9951
1003239,P00021742,F,26-35,12,C,3,0,5,,,5329
1003239,P00165842,F,26-35,12,C,3,0,14,,,15074
1003240,P00047942,M,18-25,4,B,1,0,5,13,,8590
1003240,P00159442,M,18-25,4,B,1,0,5,8,,7050
1003240,P00144242,M,18-25,4,B,1,0,5,14,,7162
1003240,P00102442,M,18-25,4,B,1,0,8,,,9774
1003240,P00044442,M,18-25,4,B,1,0,1,16,,11371
1003241,P00237642,F,51-55,0,C,0,1,5,14,,8608
1003242,P00139942,M,51-55,13,C,4+,1,5,,,1940
1003242,P00198342,M,51-55,13,C,4+,1,5,11,,3674
1003242,P00110842,M,51-55,13,C,4+,1,1,2,5,15878
1003242,P00182242,M,51-55,13,C,4+,1,1,5,6,15713
1003242,P00289242,M,51-55,13,C,4+,1,1,8,,11690
1003242,P00140742,M,51-55,13,C,4+,1,1,15,,18959
1003242,P00347642,M,51-55,13,C,4+,1,1,6,,7632
1003242,P00352242,M,51-55,13,C,4+,1,1,6,16,7821
1003243,P00128942,M,26-35,12,B,1,1,1,11,,12016
1003243,P00104942,M,26-35,12,B,1,1,5,,,7104
1003243,P00071442,M,26-35,12,B,1,1,15,17,,20812
1003243,P00330442,M,26-35,12,B,1,1,5,14,,6876
1003243,P00015642,M,26-35,12,B,1,1,8,16,17,8017
1003243,P00058442,M,26-35,12,B,1,1,5,14,,7163
1003243,P00052642,M,26-35,12,B,1,1,5,14,,6969
1003243,P00260142,M,26-35,12,B,1,1,5,14,,5435
1003245,P00214842,M,18-25,2,C,0,1,14,,,15240
1003245,P00294042,M,18-25,2,C,0,1,8,14,,3926
1003246,P00324442,F,36-45,1,B,1,1,11,13,16,1633
1003246,P00041542,F,36-45,1,B,1,1,8,,,8077
1003246,P00022642,F,36-45,1,B,1,1,5,8,,5449
1003246,P00014642,F,36-45,1,B,1,1,8,14,17,2053
1003246,P00184442,F,36-45,1,B,1,1,1,6,8,15463
1003246,P00133842,F,36-45,1,B,1,1,8,,,4202
1003246,P00182342,F,36-45,1,B,1,1,1,5,6,15291
1003246,P00140742,F,36-45,1,B,1,1,1,15,,4332
1003246,P00286742,F,36-45,1,B,1,1,1,16,,7657
1003246,P00359742,F,36-45,1,B,1,1,1,5,,15382
1003248,P00080342,F,26-35,7,B,3,0,1,6,8,11866
1003248,P00158742,F,26-35,7,B,3,0,5,8,,5171
1003248,P00113042,F,26-35,7,B,3,0,11,16,,7408
1003248,P00214442,F,26-35,7,B,3,0,8,,,10018
1003249,P00173242,F,26-35,4,C,2,0,5,,,1715
1003249,P00337642,F,26-35,4,C,2,0,3,4,,5300
1003250,P00357842,M,26-35,4,B,2,1,5,,,5252
1003250,P00057742,M,26-35,4,B,2,1,2,8,18,6865
1003250,P00267742,M,26-35,4,B,2,1,5,,,5204
1003250,P00000642,M,26-35,4,B,2,1,1,6,16,11611
1003250,P00006942,M,26-35,4,B,2,1,1,5,6,4440
1003250,P00154642,M,26-35,4,B,2,1,8,,,5959
1003251,P00118542,M,36-45,17,C,3,0,5,8,,5140
1003251,P00025442,M,36-45,17,C,3,0,1,2,9,15710
1003251,P00115342,M,36-45,17,C,3,0,5,8,14,8703
1003251,P00245642,M,36-45,17,C,3,0,5,11,12,5416
1003253,P00323542,F,36-45,4,B,3,0,8,18,,9776
1003253,P00323042,F,36-45,4,B,3,0,5,,,7143
1003253,P00085042,F,36-45,4,B,3,0,5,6,,8696
1003253,P00106042,F,36-45,4,B,3,0,5,,,7069
1003253,P00139542,F,36-45,4,B,3,0,5,,,5234
1003253,P00115342,F,36-45,4,B,3,0,5,8,14,7174
1003254,P00117942,F,36-45,6,C,1,1,5,15,,5233
1003256,P00262342,M,26-35,15,C,1,1,15,16,,8526
1003257,P00317842,M,26-35,14,C,1,0,8,,,6103
1003257,P00110942,M,26-35,14,C,1,0,1,2,,19226
1003257,P00115142,M,26-35,14,C,1,0,1,8,17,11695
1003258,P00101342,M,46-50,6,C,1,1,6,8,,11946
1003258,P00117942,M,46-50,6,C,1,1,5,15,,8712
1003258,P00205442,M,46-50,6,C,1,1,5,8,14,8801
1003258,P00311642,M,46-50,6,C,1,1,8,17,,8139
1003259,P00253142,F,18-25,4,A,2,0,1,2,5,15570
1003259,P00087442,F,18-25,4,A,2,0,5,,,6945
1003259,P00115242,F,18-25,4,A,2,0,5,8,,8667
1003259,P00258242,F,18-25,4,A,2,0,5,,,7166
1003259,P00086042,F,18-25,4,A,2,0,8,14,17,7984
1003259,P00176842,F,18-25,4,A,2,0,12,14,,1401
1003259,P00113042,F,18-25,4,A,2,0,11,16,,7553
1003259,P00146742,F,18-25,4,A,2,0,1,13,14,15404
1003259,P00214142,F,18-25,4,A,2,0,8,,,7806
1003259,P00010742,F,18-25,4,A,2,0,1,8,17,19636
1003259,P00326242,F,18-25,4,A,2,0,2,18,,12714
1003259,P00243942,F,18-25,4,A,2,0,1,2,15,15811
